name,type,contact_person,phone,email,address,credit_score,id,created_at,updated_at,is_deleted
刘联合体,customer,朱桂荣,13307497511,partner488@company.com,云南省沈阳市魏都高路d座 550357,77,489,2025-11-25 20:27:24.582373,2025-11-25 20:27:24.582374,0
马重工,supplier,邵玉,18259454255,partner489@company.com,台湾省梅县秀英南宁街n座 529527,95,490,2025-11-25 20:27:24.582375,2025-11-25 20:27:24.582376,0
廖矩阵,customer,马旭,13159108310,partner490@company.com,陕西省婷婷县永川成都路o座 764229,84,491,2025-11-25 20:27:24.582377,2025-11-25 20:27:24.582378,0
张实验室,supplier,杨雪梅,18780930406,partner491@company.com,青海省深圳县璧山陈路K座 414425,78,492,2025-11-25 20:27:24.582379,2025-11-25 20:27:24.582380,0
颜工业,supplier,方伟,18720582598,partner492@company.com,香港特别行政区贵阳县静安潘路o座 356610,100,493,2025-11-25 20:27:24.582382,2025-11-25 20:27:24.582383,0
李生物科技,customer,吴玉珍,13456263245,partner493@company.com,云南省秀芳市永川王路K座 812845,70,494,2025-11-25 20:27:24.582384,2025-11-25 20:27:24.582385,0
齐实验室,customer,马婷婷,13213499238,partner494@company.com,上海市淑珍县闵行夏街f座 451127,71,495,2025-11-25 20:27:24.582386,2025-11-25 20:27:24.582387,0
王系统,supplier,韩柳,15082668598,partner495@company.com,河北省晶县滨城殷路S座 544073,63,496,2025-11-25 20:27:24.582388,2025-11-25 20:27:24.582389,0
潘防务,customer,李佳,18772796065,partner496@company.com,重庆市玉县永川姚路E座 842623,69,497,2025-11-25 20:27:24.582390,2025-11-25 20:27:24.582391,0
刘网络,customer,郭海燕,18042529816,partner497@company.com,广东省昆明市浔阳张家港街e座 773360,98,498,2025-11-25 20:27:24.582392,2025-11-25 20:27:24.582393,0
高动力,customer,石婷,13689739094,partner498@company.com,海南省潜江县平山王路F座 783639,95,499,2025-11-25 20:27:24.582394,2025-11-25 20:27:24.582395,0
裴重工,supplier,亓博,13956178822,partner499@company.com,广东省荆门市萧山郑街n座 889075,70,500,2025-11-25 20:27:24.582397,2025-11-25 20:27:24.582398,0
王系统,customer,文帅,18728661744,partner500@company.com,陕西省璐市城北郑街a座 747810,62,501,2025-11-25 20:27:24.582399,2025-11-25 20:27:24.582400,0
陈生物科技,supplier,王晨,14752745254,partner501@company.com,吉林省张家港市合川西安街q座 729946,76,502,2025-11-25 20:27:24.582401,2025-11-25 20:27:24.582402,0
林矩阵,customer,廖建平,13475796023,partner502@company.com,贵州省银川县孝南广州路S座 136874,75,503,2025-11-25 20:27:24.582403,2025-11-25 20:27:24.582404,0
金重工,customer,杨慧,15732079746,partner503@company.com,内蒙古自治区兴城县静安沈阳街c座 872730,95,504,2025-11-25 20:27:24.582405,2025-11-25 20:27:24.582406,0
周矩阵,customer,龙楠,13697955048,partner504@company.com,台湾省成都县萧山深圳街X座 377428,64,505,2025-11-25 20:27:24.582408,2025-11-25 20:27:24.582409,0
陶系统,supplier,苏斌,15144787208,partner505@company.com,山西省嘉禾市锡山马街i座 438807,68,506,2025-11-25 20:27:24.582410,2025-11-25 20:27:24.582411,0
宋系统,customer,石明,15286186139,partner506@company.com,天津市建军市大东上海街F座 318217,90,507,2025-11-25 20:27:24.582412,2025-11-25 20:27:24.582413,0
王生物科技,customer,黄梅,13916495749,partner507@company.com,香港特别行政区丽娟县浔阳李路d座 596216,80,508,2025-11-25 20:27:24.582414,2025-11-25 20:27:24.582415,0
李系统,supplier,赵玉珍,13878648012,partner508@company.com,海南省大冶市龙潭颜路D座 956178,82,509,2025-11-25 20:27:24.582417,2025-11-25 20:27:24.582418,0
刘生物科技,supplier,张平,18173363143,partner509@company.com,广西壮族自治区惠州县沈北新鲍路o座 496169,89,510,2025-11-25 20:27:24.582419,2025-11-25 20:27:24.582420,0
刘网络,customer,沈兵,13124454273,partner510@company.com,吉林省浩县清城杭州街M座 269044,98,511,2025-11-25 20:27:24.582421,2025-11-25 20:27:24.582422,0
高联合体,supplier,周秀梅,15590159887,partner511@company.com,北京市欢县长寿宜都街k座 564924,75,512,2025-11-25 20:27:24.582423,2025-11-25 20:27:24.582424,0
何探索公司,supplier,李凯,14769172713,partner512@company.com,四川省佛山县城东李路e座 540944,81,513,2025-11-25 20:27:24.582425,2025-11-25 20:27:24.582426,0
黄工业,customer,王波,18965120959,partner513@company.com,河北省梅市城北江街T座 341148,86,514,2025-11-25 20:27:24.582428,2025-11-25 20:27:24.582429,0
陈工业,supplier,曾红霞,15257076630,partner514@company.com,云南省海门市沈北新鞠路y座 824516,86,515,2025-11-25 20:27:24.582430,2025-11-25 20:27:24.582431,0
罗生物科技,supplier,钟想,18001867358,partner515@company.com,黑龙江省小红市滨城齐齐哈尔路A座 918591,97,516,2025-11-25 20:27:24.582432,2025-11-25 20:27:24.582433,0
王动力,customer,王琴,18849114406,partner516@company.com,四川省沈阳市合川辛集街W座 903063,65,517,2025-11-25 20:27:24.582434,2025-11-25 20:27:24.582435,0
许矩阵,customer,孙志强,15079146744,partner517@company.com,江苏省潜江县翔安萧路F座 108046,77,518,2025-11-25 20:27:24.582437,2025-11-25 20:27:24.582438,0
梁动力,customer,姜丽娟,14541906847,partner518@company.com,安徽省哈尔滨市六枝特张路Z座 214161,99,519,2025-11-25 20:27:24.582439,2025-11-25 20:27:24.582440,0
孙重工,supplier,傅丹,15982778796,partner519@company.com,香港特别行政区太原市高港崔街E座 134554,75,520,2025-11-25 20:27:24.582441,2025-11-25 20:27:24.582442,0
金工业,customer,曾红,18525176290,partner520@company.com,上海市沈阳县门头沟佛山街j座 990335,76,521,2025-11-25 20:27:24.582443,2025-11-25 20:27:24.582444,0
孙矩阵,customer,王东,18513410388,partner521@company.com,江西省倩县丰都香港路k座 440415,99,522,2025-11-25 20:27:24.582445,2025-11-25 20:27:24.582446,0
李重工,customer,潘秀华,13764143288,partner522@company.com,宁夏回族自治区永安市西峰梁路E座 101083,78,523,2025-11-25 20:27:24.582448,2025-11-25 20:27:24.582449,0
王矩阵,customer,俞东,15805142291,partner523@company.com,山西省龙县长寿太原街o座 757195,80,524,2025-11-25 20:27:24.582450,2025-11-25 20:27:24.582451,0
李矩阵,supplier,许斌,18196361159,partner524@company.com,辽宁省旭市闵行银川路Y座 797052,72,525,2025-11-25 20:27:24.582452,2025-11-25 20:27:24.582453,0
董系统,customer,孙丽,13749950850,partner525@company.com,山东省楠市南长兴安盟街C座 771259,72,526,2025-11-25 20:27:24.582454,2025-11-25 20:27:24.582455,0
莫实验室,customer,劳博,15622653364,partner526@company.com,新疆维吾尔自治区林县城东辽阳路d座 829598,98,527,2025-11-25 20:27:24.582457,2025-11-25 20:27:24.582458,0
徐动力,supplier,刘桂兰,18297602727,partner527@company.com,西藏自治区燕县梁平李路Q座 246807,78,528,2025-11-25 20:27:24.582459,2025-11-25 20:27:24.582460,0
王防务,customer,齐杰,15943807116,partner528@company.com,山东省秀英市和平李街Y座 317255,80,529,2025-11-25 20:27:24.582461,2025-11-25 20:27:24.582462,0
阎防务,supplier,蒋涛,13779550598,partner529@company.com,河南省银川县山亭马路L座 217090,93,530,2025-11-25 20:27:24.582463,2025-11-25 20:27:24.582464,0
王探索公司,supplier,苏博,14575265839,partner530@company.com,河南省志强市高坪太原街n座 598848,67,531,2025-11-25 20:27:24.582465,2025-11-25 20:27:24.582466,0
孙探索公司,customer,张凯,15260127023,partner531@company.com,山东省沈阳县徐汇邓街r座 898024,100,532,2025-11-25 20:27:24.582468,2025-11-25 20:27:24.582469,0
卢工业,customer,陈博,18580916185,partner532@company.com,新疆维吾尔自治区斌市六枝特北京街M座 360022,62,533,2025-11-25 20:27:24.582470,2025-11-25 20:27:24.582471,0
梁生物科技,supplier,鞠志强,13298672895,partner533@company.com,吉林省丽县白云关岭街m座 106320,62,534,2025-11-25 20:27:24.582472,2025-11-25 20:27:24.582473,0
焦重工,customer,王伟,15147019678,partner534@company.com,宁夏回族自治区荣市高明惠州路f座 927490,100,535,2025-11-25 20:27:24.582474,2025-11-25 20:27:24.582475,0
黄生物科技,customer,孙海燕,15388114742,partner535@company.com,新疆维吾尔自治区彬县新城海口街L座 150150,89,536,2025-11-25 20:27:24.582477,2025-11-25 20:27:24.582478,0
王生物科技,supplier,王玉,15660483178,partner536@company.com,澳门特别行政区杨市怀柔天津街P座 443984,94,537,2025-11-25 20:27:24.582479,2025-11-25 20:27:24.582480,0
祝动力,customer,邓凤英,15594085438,partner537@company.com,内蒙古自治区鑫市清河沈路P座 892507,60,538,2025-11-25 20:27:24.582481,2025-11-25 20:27:24.582482,0
丁动力,supplier,封辉,18225042236,partner538@company.com,江苏省华县长寿黄路H座 805568,77,539,2025-11-25 20:27:24.582483,2025-11-25 20:27:24.582484,0
陈防务,supplier,王建,15917608213,partner539@company.com,贵州省秀梅市翔安张家港街F座 868194,76,540,2025-11-25 20:27:24.582486,2025-11-25 20:27:24.582487,0
袁防务,supplier,周雪梅,15526987724,partner540@company.com,山西省帅市六枝特海门街A座 836639,94,541,2025-11-25 20:27:24.582488,2025-11-25 20:27:24.582489,0
谢系统,supplier,吴洋,13637113390,partner541@company.com,四川省汕尾县城东李街d座 139092,69,542,2025-11-25 20:27:24.582490,2025-11-25 20:27:24.582491,0
苏生物科技,customer,崔雪,13574321260,partner542@company.com,河南省敏县徐汇谢路d座 622533,92,543,2025-11-25 20:27:24.582492,2025-11-25 20:27:24.582493,0
韩探索公司,customer,彭桂英,15390126980,partner543@company.com,福建省超县秀英嘉禾路a座 827399,100,544,2025-11-25 20:27:24.582495,2025-11-25 20:27:24.582496,0
柴工业,customer,齐辉,18093294375,partner544@company.com,湖北省莹市怀柔俞路a座 140477,95,545,2025-11-25 20:27:24.582497,2025-11-25 20:27:24.582498,0
胡实验室,supplier,孙雷,13666185963,partner545@company.com,河南省石家庄县龙潭姚路q座 171502,81,546,2025-11-25 20:27:24.582499,2025-11-25 20:27:24.582500,0
陈实验室,supplier,潘强,15683682949,partner546@company.com,甘肃省成市南湖重庆路b座 151963,99,547,2025-11-25 20:27:24.582501,2025-11-25 20:27:24.582502,0
蔡动力,customer,韦凤兰,15678825656,partner547@company.com,湖南省平县友好蔡街a座 773810,72,548,2025-11-25 20:27:24.582504,2025-11-25 20:27:24.582505,0
李系统,supplier,田帆,13405404083,partner548@company.com,广西壮族自治区桂花县萧山胡街S座 806537,76,549,2025-11-25 20:27:24.582507,2025-11-25 20:27:24.582508,0
罗生物科技,customer,赖瑞,15043150182,partner549@company.com,广西壮族自治区桂香市南溪杨路i座 287487,64,550,2025-11-25 20:27:24.582509,2025-11-25 20:27:24.582510,0
何工业,supplier,杨梅,15796529011,partner550@company.com,香港特别行政区郑州县西峰武汉街I座 188396,88,551,2025-11-25 20:27:24.582511,2025-11-25 20:27:24.582512,0
梁矩阵,supplier,王俊,14520615661,partner551@company.com,广东省想市吉区李路p座 154930,89,552,2025-11-25 20:27:24.582513,2025-11-25 20:27:24.582514,0
刘探索公司,customer,贾秀荣,13240057241,partner552@company.com,四川省南昌市滨城张路O座 939369,78,553,2025-11-25 20:27:24.582515,2025-11-25 20:27:24.582517,0
哈实验室,supplier,李坤,13177792962,partner553@company.com,上海市淑兰县山亭陈街K座 906429,65,554,2025-11-25 20:27:24.582518,2025-11-25 20:27:24.582519,0
何探索公司,supplier,陈丽华,13359291016,partner554@company.com,重庆市兴安盟县永川王路g座 133887,100,555,2025-11-25 20:27:24.582520,2025-11-25 20:27:24.582521,0
邵动力,supplier,苏玉珍,18240779201,partner555@company.com,海南省红市淄川葛街J座 828159,61,556,2025-11-25 20:27:24.582522,2025-11-25 20:27:24.582523,0
宋重工,supplier,余桂芝,13647091749,partner556@company.com,江西省凤英县徐汇王街U座 224653,88,557,2025-11-25 20:27:24.582524,2025-11-25 20:27:24.582525,0
位动力,customer,钟桂香,13015420727,partner557@company.com,青海省芳市房山海口路u座 305680,86,558,2025-11-25 20:27:24.582526,2025-11-25 20:27:24.582527,0
顾联合体,customer,胡帅,18981733204,partner558@company.com,黑龙江省秀英县翔安嘉禾路a座 679608,75,559,2025-11-25 20:27:24.582529,2025-11-25 20:27:24.582530,0
郭矩阵,supplier,阎荣,13671683619,partner559@company.com,陕西省哈尔滨县崇文罗街y座 837829,93,560,2025-11-25 20:27:24.582531,2025-11-25 20:27:24.582532,0
徐防务,customer,常晶,13998813402,partner560@company.com,黑龙江省健县永川农街A座 992154,70,561,2025-11-25 20:27:24.582533,2025-11-25 20:27:24.582534,0
苏工业,customer,杨玉梅,15953389532,partner561@company.com,天津市飞市秀英刘街P座 468755,66,562,2025-11-25 20:27:24.582535,2025-11-25 20:27:24.582536,0
逯实验室,supplier,李楠,14539991137,partner562@company.com,安徽省宇县魏都刘街l座 613667,80,563,2025-11-25 20:27:24.582537,2025-11-25 20:27:24.582538,0
张生物科技,supplier,吴晶,13433811714,partner563@company.com,北京市六盘水市南湖高路u座 216513,67,564,2025-11-25 20:27:24.582539,2025-11-25 20:27:24.582540,0
张防务,customer,姜霞,13153075985,partner564@company.com,湖南省佳市长寿深圳街t座 490654,87,565,2025-11-25 20:27:24.582542,2025-11-25 20:27:24.582543,0
王重工,customer,余佳,13469690754,partner565@company.com,山东省通辽市翔安合山路h座 655265,97,566,2025-11-25 20:27:24.582544,2025-11-25 20:27:24.582545,0
陈系统,customer,柳波,15755529150,partner566@company.com,江苏省建市安次成都路c座 923150,68,567,2025-11-25 20:27:24.582546,2025-11-25 20:27:24.582547,0
黄重工,supplier,陈建国,13657154336,partner567@company.com,上海市军市黄浦杨街C座 268019,82,568,2025-11-25 20:27:24.582548,2025-11-25 20:27:24.582549,0
秦系统,supplier,王颖,13847836324,partner568@company.com,内蒙古自治区郑州县璧山宁德路X座 581102,90,569,2025-11-25 20:27:24.582550,2025-11-25 20:27:24.582551,0
徐联合体,customer,尹杰,18226304609,partner569@company.com,湖南省玉县华龙张家港街z座 163230,96,570,2025-11-25 20:27:24.582553,2025-11-25 20:27:24.582554,0
邱防务,customer,张婷,15839858123,partner570@company.com,重庆市关岭市浔阳柳街a座 297139,91,571,2025-11-25 20:27:24.582555,2025-11-25 20:27:24.582556,0
梁防务,supplier,莫博,18109829703,partner571@company.com,宁夏回族自治区沈阳县大兴长春路k座 221795,82,572,2025-11-25 20:27:24.582557,2025-11-25 20:27:24.582558,0
劳联合体,supplier,田磊,18224849698,partner572@company.com,内蒙古自治区雪梅县孝南曾街Q座 738900,65,573,2025-11-25 20:27:24.582559,2025-11-25 20:27:24.582560,0
杜生物科技,supplier,李雷,15055019563,partner573@company.com,江西省欢县秀英熊路g座 684037,79,574,2025-11-25 20:27:24.582561,2025-11-25 20:27:24.582562,0
王动力,customer,龙东,15799993924,partner574@company.com,上海市石家庄县朝阳杭州街G座 192955,70,575,2025-11-25 20:27:24.582563,2025-11-25 20:27:24.582564,0
冯实验室,supplier,陈俊,18847984464,partner575@company.com,浙江省冬梅市江北陈街F座 484489,100,576,2025-11-25 20:27:24.582566,2025-11-25 20:27:24.582567,0
陈重工,customer,邵凤英,15311500415,partner576@company.com,广东省宁县大兴徐街M座 456742,96,577,2025-11-25 20:27:24.582568,2025-11-25 20:27:24.582569,0
张生物科技,supplier,雷欢,15775754003,partner577@company.com,山东省汕尾县东丽六安路O座 771364,63,578,2025-11-25 20:27:24.582570,2025-11-25 20:27:24.582571,0
邵工业,customer,权颖,15173681151,partner578@company.com,安徽省军市合川欧街z座 120049,78,579,2025-11-25 20:27:24.582572,2025-11-25 20:27:24.582573,0
柏动力,customer,邓瑜,15967275403,partner579@company.com,山西省淮安县锡山台北街N座 633750,85,580,2025-11-25 20:27:24.582574,2025-11-25 20:27:24.582575,0
江系统,supplier,陈飞,15878406755,partner580@company.com,云南省深圳县东城合山路V座 716442,79,581,2025-11-25 20:27:24.582576,2025-11-25 20:27:24.582577,0
周防务,supplier,吴丹丹,13170957892,partner581@company.com,吉林省玉市闵行刘路h座 369474,94,582,2025-11-25 20:27:24.582579,2025-11-25 20:27:24.582580,0
崔探索公司,supplier,王林,13845239878,partner582@company.com,山西省桂珍县璧山曾街c座 853559,98,583,2025-11-25 20:27:24.582581,2025-11-25 20:27:24.582582,0
覃网络,customer,朱桂芳,13617106219,partner583@company.com,四川省上海市双滦深圳路T座 195315,62,584,2025-11-25 20:27:24.582583,2025-11-25 20:27:24.582584,0
卜重工,customer,周平,18029375809,partner584@company.com,海南省红霞县六枝特巢湖街O座 130256,82,585,2025-11-25 20:27:24.582585,2025-11-25 20:27:24.582586,0
熊网络,supplier,马凤英,13087047132,partner585@company.com,香港特别行政区潮州市沙湾长沙路S座 723415,75,586,2025-11-25 20:27:24.582587,2025-11-25 20:27:24.582588,0
樊网络,customer,许秀芳,13394173725,partner586@company.com,四川省文市滨城朱街p座 134120,80,587,2025-11-25 20:27:24.582589,2025-11-25 20:27:24.582590,0
向系统,supplier,孟淑珍,13369488634,partner587@company.com,辽宁省丹丹市浔阳何街Q座 338965,74,588,2025-11-25 20:27:24.582592,2025-11-25 20:27:24.582593,0
刘工业,supplier,王玲,15996857096,partner588@company.com,云南省金凤市永川武汉路H座 110395,74,589,2025-11-25 20:27:24.582594,2025-11-25 20:27:24.582595,0
李网络,supplier,张勇,14560345832,partner589@company.com,四川省鹏市闵行吴街t座 114361,92,590,2025-11-25 20:27:24.582597,2025-11-25 20:27:24.582598,0
郑系统,supplier,梁晨,13395253422,partner590@company.com,山西省阜新县高明海门街T座 554598,88,591,2025-11-25 20:27:24.582599,2025-11-25 20:27:24.582600,0
李矩阵,customer,林俊,13811556561,partner591@company.com,台湾省杭州市怀柔张路o座 807524,68,592,2025-11-25 20:27:24.582601,2025-11-25 20:27:24.582603,0
杨矩阵,supplier,苏丽华,13322213204,partner592@company.com,广东省冬梅市白云昆明路O座 398178,71,593,2025-11-25 20:27:24.582604,2025-11-25 20:27:24.582605,0
李网络,supplier,许伟,13869614954,partner593@company.com,甘肃省成县上街姚路U座 515982,72,594,2025-11-25 20:27:24.582606,2025-11-25 20:27:24.582607,0
刘重工,supplier,钱艳,15978693185,partner594@company.com,青海省马鞍山县滨城六安街k座 860238,65,595,2025-11-25 20:27:24.582608,2025-11-25 20:27:24.582609,0
张重工,customer,高浩,15158162661,partner595@company.com,内蒙古自治区香港县永川李路d座 803169,79,596,2025-11-25 20:27:24.582610,2025-11-25 20:27:24.582611,0
陈重工,supplier,朱旭,14748725220,partner596@company.com,甘肃省郑州市静安马街j座 983072,84,597,2025-11-25 20:27:24.582613,2025-11-25 20:27:24.582614,0
赵网络,customer,段健,18758719485,partner597@company.com,福建省凤英市江北潜江路V座 771872,85,598,2025-11-25 20:27:24.582615,2025-11-25 20:27:24.582616,0
萧联合体,supplier,田玲,14549569684,partner598@company.com,上海市北京县静安海口街Y座 270473,84,599,2025-11-25 20:27:24.582617,2025-11-25 20:27:24.582618,0
梁联合体,supplier,韩伟,15595579260,partner599@company.com,贵州省淮安县牧野张路M座 715015,92,600,2025-11-25 20:27:24.582619,2025-11-25 20:27:24.582620,0
